Title;Year;Genre;Award Amount;Box Office;Budget;Time (mins);Reviews;Number of Reviews
Drive;2011; Akcja ;76;76175166;15000000;100;[0.5, 0.5, 2.0, 3.0, 7.0, 13.0, 27.0, 29.0, 14.0, 5.0];226989
Piraci z Karaibów: Na nieznanych wodach;2011; Fantasy ;0;1045713802;250000000;137;[0.2, 0.3, 1.0, 2.0, 6.0, 14.0, 30.0, 28.0, 11.0, 8.0];306484
Spider-Man;2002; Akcja ;36;825025036;139000000;121;[0.9, 0.9, 2.0, 4.0, 10.0, 21.0, 31.0, 18.0, 6.0, 6.0];345506
Park Jurajski;1993; Przygodowy ;29;1109802321;63000000;127;[0.8, 0.8, 2.0, 4.0, 8.0, 16.0, 28.0, 23.0, 9.0, 8.0];336474
Atlas chmur;2012; Dramat ;22;130482868;102000000;172;[0.8, 0.7, 3.0, 3.0, 8.0, 14.0, 25.0, 25.0, 13.0, 7.0];183488
Harry Potter i Insygnia Śmierci: Część I;2010; Familijny ;36;960897696;-;146;[0.5, 0.3, 0.9, 2.0, 5.0, 11.0, 28.0, 30.0, 13.0, 11.0];329131
American Gangster;2007; Biograficzny ;28;269755430;100000000;157;[0.3, 0.2, 0.6, 1.0, 3.0, 8.0, 23.0, 37.0, 18.0, 9.0];205046
Zmierzch;2008; Horror ;27;408430415;37000000;122;[8.0, 5.0, 10.0, 11.0, 14.0, 15.0, 14.0, 10.0, 5.0, 9.0];335711
WALL·E;2008; Animacja ;63;527402840;180000000;98;[0.7, 0.5, 1.0, 2.0, 4.0, 10.0, 23.0, 31.0, 17.0, 10.0];303003
"Obcy - 8. pasażer ""Nostromo""";1979; Sci-Fi ;27;108591169;11000000;117;[0.8, 0.5, 1.0, 2.0, 3.0, 8.0, 19.0, 31.0, 20.0, 16.0];295527
To właśnie miłość;2003; Komedia rom. ;13;250558136;40000000;135;[0.4, 0.4, 1.0, 2.0, 5.0, 11.0, 25.0, 30.0, 15.0, 10.0];267197
Jeździec bez głowy;1999; Horror ;36;206071502;100000000;105;[0.4, 0.4, 1.0, 2.0, 5.0, 13.0, 29.0, 30.0, 12.0, 8.0];237323
Igrzyska śmierci: W pierścieniu ognia;2013; Akcja ;38;865011746;130000000;146;[0.4, 0.4, 1.0, 2.0, 6.0, 14.0, 29.0, 29.0, 12.0, 7.0];293136
Rzeka tajemnic;2003; Thriller ;71;156595191;25000000;137;[0.2, 0.2, 0.5, 1.0, 3.0, 8.0, 26.0, 39.0, 15.0, 6.0];185983
Zodiak;2007; Dramat ;0;84785914;65000000;158;[0.4, 0.4, 1.0, 2.0, 5.0, 14.0, 35.0, 30.0, 9.0, 3.0];224830
Trzy billboardy za Ebbing, Missouri;2017; Dramat ;135;160260573;-;115;[0.3, 0.1, 0.4, 0.6, 2.0, 5.0, 19.0, 41.0, 25.0, 6.0];232128
Jak wytresować smoka;2010; Animacja ;39;494879471;165000000;98;[0.3, 0.1, 0.4, 0.9, 2.0, 8.0, 23.0, 36.0, 19.0, 11.0];309890
La La Land;2016; Musical ;172;448864344;30000000;126;[1.0, 0.8, 2.0, 3.0, 7.0, 12.0, 22.0, 26.0, 17.0, 8.0];202205
Kac Vegas w Bangkoku;2011; Komedia ;11;586764305;80000000;102;[0.6, 0.7, 2.0, 4.0, 9.0, 19.0, 31.0, 22.0, 8.0, 5.0];320050
Gra tajemnic;2014; Biograficzny ;79;227774226;14000000;113;[0.3, 0.1, 0.4, 0.9, 4.0, 12.0, 33.0, 36.0, 12.0, 3.0];189469
Witaj w klubie;2013; Biograficzny ;51;55198285;5000000;117;[0.1, 0.1, 0.2, 0.4, 2.0, 6.0, 25.0, 45.0, 18.0, 4.0];182408
Skyfall;2012; Sensacyjny ;71;1142471295;200000000;143;[0.3, 0.2, 0.9, 2.0, 5.0, 12.0, 30.0, 34.0, 12.0, 5.0];285017
American Psycho;2000; Dramat ;0;34266564;7000000;101;[0.5, 0.5, 1.0, 2.0, 5.0, 13.0, 30.0, 31.0, 12.0, 5.0];200612
Rain Man;1988; Dramat ;28;354825435;25000000;133;[0.2, 0.1, 0.3, 0.6, 2.0, 5.0, 20.0, 41.0, 22.0, 9.0];171019
Birdman;2014; Dramat ;161;103215094;18000000;119;[0.6, 0.5, 2.0, 3.0, 7.0, 13.0, 26.0, 30.0, 14.0, 5.0];186425
Misery;1990; Thriller ;9;61277271;20000000;107;[0.5, 0.4, 1.0, 2.0, 4.0, 9.0, 24.0, 34.0, 16.0, 9.0];168066
Mgła;2007; Horror ;4;57293715;18000000;126;[4.0, 3.0, 8.0, 10.0, 17.0, 20.0, 19.0, 12.0, 4.0, 4.0];231430
Harry Potter i Zakon Feniksa;2007; Familijny ;25;942603391;150000000;138;[0.6, 0.3, 0.8, 2.0, 5.0, 13.0, 30.0, 28.0, 11.0, 11.0];332886
Łowca androidów;1982; Thriller ;25;41722424;28000000;117;[0.8, 0.6, 1.0, 2.0, 5.0, 9.0, 20.0, 27.0, 18.0, 16.0];213994
Harry Potter i Książę Półkrwi;2009; Familijny ;27;934866401;250000000;153;[0.6, 0.3, 0.8, 2.0, 5.0, 12.0, 28.0, 29.0, 12.0, 11.0];321228
Zwierzogród;2016; Animacja ;41;1025521689;150000000;108;[0.2, 0.1, 0.3, 0.6, 2.0, 7.0, 22.0, 39.0, 20.0, 9.0];286143
Ostatni samuraj;2003; Dramat historyczny ;41;454627263;140000000;154;[0.4, 0.4, 1.0, 2.0, 4.0, 10.0, 23.0, 32.0, 17.0, 11.0];280105
Legion samobójców;2016; Akcja ;24;746846894;175000000;123;[1.0, 2.0, 6.0, 8.0, 17.0, 24.0, 23.0, 12.0, 4.0, 3.0];238130
Gwiezdne wojny: Część V - Imperium kontratakuje;1980; Przygodowy ;25;538375067;18000000;124;[0.8, 0.3, 0.6, 0.9, 2.0, 6.0, 17.0, 32.0, 22.0, 18.0];308093
The Social Network;2010; Biograficzny ;118;224920315;40000000;120;[0.3, 0.3, 1.0, 2.0, 7.0, 18.0, 37.0, 25.0, 7.0, 2.0];245242
Transformers;2007; Akcja ;28;709709780;150000000;144;[1.0, 1.0, 2.0, 3.0, 6.0, 13.0, 25.0, 25.0, 12.0, 11.0];306902
Gwiazd naszych wina;2014; Dramat ;21;307239013;12000000;125;[0.5, 0.6, 2.0, 3.0, 6.0, 12.0, 23.0, 28.0, 16.0, 10.0];228625
Miasto gniewu;2004; Dramat ;67;98410061;6500000;113;[0.6, 0.3, 1.0, 2.0, 4.0, 10.0, 23.0, 32.0, 17.0, 10.0];151439
Wróg u bram;2001; Dramat ;0;96976270;68000000;131;[0.2, 0.1, 0.4, 0.8, 2.0, 7.0, 21.0, 38.0, 20.0, 9.0];233055
Prawo zemsty;2009; Thriller ;0;127944208;50000000;109;[0.2, 0.2, 0.6, 1.0, 3.0, 8.0, 21.0, 36.0, 20.0, 10.0];215550
Szybcy i wściekli;2001; Akcja ;12;207517509;38000000;106;[0.7, 0.6, 1.0, 2.0, 5.0, 12.0, 26.0, 28.0, 12.0, 12.0];306291
Constantine;2005; Fantasy ;0;230884728;100000000;121;[0.4, 0.5, 1.0, 2.0, 6.0, 13.0, 28.0, 29.0, 12.0, 8.0];247116
Harry Potter i Komnata Tajemnic;2002; Familijny ;26;882545819;100000000;161;[0.5, 0.3, 0.8, 2.0, 5.0, 14.0, 31.0, 27.0, 10.0, 10.0];326437
Raport mniejszości;2002; Thriller ;41;358372926;102000000;145;[0.3, 0.3, 0.8, 2.0, 5.0, 13.0, 31.0, 31.0, 11.0, 5.0];231104
Mr. Nobody;2009; Dramat ;5;3550044;47000000;141;[0.7, 0.6, 2.0, 2.0, 6.0, 11.0, 22.0, 29.0, 17.0, 9.0];146192
Las Vegas Parano;1998; Dramat ;0;10680275;18500000;118;[1.0, 0.8, 2.0, 3.0, 6.0, 10.0, 21.0, 28.0, 17.0, 12.0];169673
Bohemian Rhapsody;2018; Biograficzny ;46;910809311;52000000;134;[0.3, 0.2, 0.8, 1.0, 4.0, 8.0, 19.0, 31.0, 23.0, 11.0];240953
Między słowami;2003; Komedia ;79;119723856;4000000;102;[0.6, 0.5, 2.0, 2.0, 6.0, 11.0, 24.0, 30.0, 16.0, 8.0];178194
Casino Royale;2006; Sensacyjny ;25;616505162;150000000;144;[0.5, 0.4, 0.9, 2.0, 4.0, 11.0, 28.0, 34.0, 13.0, 7.0];279071
Maska;1994; Fantasy ;0;351583407;23000000;101;[0.8, 0.9, 2.0, 4.0, 10.0, 20.0, 30.0, 19.0, 7.0, 6.0];312266
Oszukana;2008; Dramat obyczajowy ;34;113398237;55000000;140;[0.3, 0.2, 0.5, 1.0, 3.0, 8.0, 23.0, 39.0, 18.0, 7.0];191414
Spotlight;2015; Dramat ;90;98690254;20000000;128;[0.2, 0.1, 0.5, 0.7, 3.0, 9.0, 30.0, 41.0, 13.0, 3.0];174916
Gwiezdne wojny: Część VI - Powrót Jedi;1983; Przygodowy ;26;475106177;32500000;134;[0.8, 0.3, 0.6, 0.9, 2.0, 6.0, 17.0, 33.0, 22.0, 17.0];300330
Kasyno;1995; Dramat ;8;116112375;52000000;178;[0.3, 0.1, 0.4, 0.7, 2.0, 5.0, 17.0, 35.0, 25.0, 14.0];163532
Dirty Dancing;1987; Melodramat ;11;217688008;6000000;100;[0.6, 0.5, 1.0, 2.0, 5.0, 12.0, 26.0, 27.0, 13.0, 11.0];293812
Dunkierka;2017; Dramat ;117;527016307;100000000;106;[0.4, 0.3, 1.0, 2.0, 6.0, 14.0, 29.0, 31.0, 12.0, 4.0];189361
12 małp;1995; Dramat ;15;168839459;29000000;129;[0.7, 0.6, 1.0, 2.0, 4.0, 10.0, 24.0, 33.0, 17.0, 8.0];219982
Czekolada;2000; Dramat ;35;152699946;25000000;121;[0.3, 0.3, 0.8, 2.0, 5.0, 12.0, 29.0, 32.0, 13.0, 7.0];218909
Wojna światów;2005; Dramat ;23;603873119;132000000;116;[2.0, 2.0, 5.0, 7.0, 14.0, 22.0, 25.0, 14.0, 5.0, 4.0];267322
Ona;2013; Melodramat ;71;48783090;23000000;126;[0.3, 0.4, 1.0, 2.0, 5.0, 11.0, 25.0, 34.0, 17.0, 5.0];176295
Gnijąca panna młoda;2005; Animacja ;16;118133252;40000000;76;[0.6, 0.4, 1.0, 2.0, 4.0, 10.0, 25.0, 32.0, 15.0, 9.0];235297
Lejdis;2008; Komedia ;8;-;-;136;[5.0, 4.0, 8.0, 9.0, 14.0, 18.0, 19.0, 13.0, 6.0, 5.0];304745
Ace Ventura: Psi detektyw;1994; Komedia ;0;107217396;15000000;86;[3.0, 3.0, 5.0, 7.0, 12.0, 19.0, 23.0, 15.0, 6.0, 6.0];308207
Zakochany bez pamięci;2004; Dramat ;61;72258126;20000000;108;[0.6, 0.6, 2.0, 2.0, 6.0, 12.0, 26.0, 29.0, 14.0, 7.0];161785
Czas na miłość;2013; Dramat ;0;87100449;12000000;119;[0.2, 0.1, 0.6, 1.0, 4.0, 10.0, 27.0, 35.0, 15.0, 6.0];203280
Mój przyjaciel Hachiko;2009; Dramat ;0;46749646;16000000;93;[0.3, 0.2, 0.6, 1.0, 3.0, 7.0, 19.0, 32.0, 22.0, 15.0];188641
Psychoza;1960; Thriller ;20;32052925;806947;109;[0.5, 0.2, 0.6, 0.9, 2.0, 5.0, 17.0, 36.0, 24.0, 13.0];147296
Wrogowie publiczni;2009; Dramat ;0;214104620;100000000;140;[0.3, 0.4, 1.0, 3.0, 7.0, 15.0, 32.0, 27.0, 9.0, 5.0];177332
Jak rozpętałem drugą wojnę światową;1969; Komedia ;0;-;-;236;[0.5, 0.3, 0.8, 1.0, 3.0, 8.0, 21.0, 33.0, 19.0, 14.0];281182
Terminal;2004; Komedia rom. ;0;219417255;60000000;128;[0.2, 0.2, 0.7, 1.0, 4.0, 12.0, 31.0, 34.0, 11.0, 5.0];255941
Gwiezdne wojny: Przebudzenie Mocy;2015; Przygodowy ;69;2071310218;245000000;135;[1.0, 0.6, 2.0, 2.0, 6.0, 13.0, 28.0, 28.0, 13.0, 6.0];251085
Hobbit: Bitwa Pięciu Armii;2014; Fantasy ;23;962201338;250000000;144;[0.5, 0.5, 2.0, 3.0, 7.0, 14.0, 28.0, 26.0, 12.0, 8.0];248471
Podaj dalej;2000; Dramat ;0;55707411;40000000;124;[0.3, 0.3, 0.9, 2.0, 5.0, 11.0, 24.0, 31.0, 16.0, 10.0];175265
Blade Runner 2049;2017; Thriller ;81;267770708;150000000;163;[0.5, 0.5, 1.0, 2.0, 5.0, 10.0, 23.0, 31.0, 18.0, 8.0];189793
Dziennik Bridget Jones;2001; Komedia rom. ;28;281929795;25000000;97;[0.9, 0.8, 2.0, 4.0, 8.0, 18.0, 30.0, 23.0, 8.0, 6.0];287907
Kapitan Phillips;2013; Biograficzny ;66;218791811;55000000;134;[0.1, 0.1, 0.3, 0.6, 2.0, 8.0, 27.0, 41.0, 17.0, 4.0];219528
Poszukiwacze zaginionej Arki;1981; Przygodowy ;47;389925971;18000000;115;[0.6, 0.4, 0.8, 2.0, 3.0, 9.0, 23.0, 32.0, 16.0, 12.0];278720
Pewnego razu... w Hollywood;2019; Dramat ;164;377617681;90000000;161;[0.6, 0.4, 2.0, 2.0, 6.0, 13.0, 28.0, 31.0, 12.0, 4.0];214783
Ja, robot;2004; Thriller ;0;347234916;120000000;115;[0.3, 0.4, 1.0, 2.0, 6.0, 16.0, 32.0, 27.0, 10.0, 6.0];267245
Gorączka;1995; Sensacyjny ;0;187436818;60000000;170;[0.3, 0.1, 0.3, 0.6, 2.0, 5.0, 18.0, 35.0, 25.0, 14.0];171540
Strażnicy Galaktyki;2014; Akcja ;50;773350147;170000000;121;[0.4, 0.3, 1.0, 2.0, 5.0, 11.0, 27.0, 32.0, 14.0, 7.0];262653
Kraina lodu;2013; Animacja ;42;1284540518;150000000;108;[0.4, 0.3, 0.9, 2.0, 5.0, 12.0, 27.0, 31.0, 14.0, 9.0];277908
Wszyscy jesteśmy Chrystusami;2006; Dramat ;12;-;-;107;[1.0, 1.0, 2.0, 3.0, 7.0, 13.0, 26.0, 27.0, 12.0, 7.0];196081
Grawitacja;2013; Dramat ;138;773031583;100000000;90;[0.7, 0.8, 3.0, 5.0, 12.0, 21.0, 29.0, 20.0, 7.0, 2.0];222736
W głowie się nie mieści;2015; Animacja ;70;858848019;175000000;94;[0.3, 0.2, 0.6, 1.0, 3.0, 9.0, 23.0, 35.0, 20.0, 8.0];248208
Full Metal Jacket;1987; Dramat ;16;50187505;30000000;116;[0.3, 0.1, 0.4, 0.7, 2.0, 6.0, 20.0, 37.0, 23.0, 10.0];166506
Dawno temu w Ameryce;1984; Dramat ;11;5473337;30000000;229;[0.8, 0.2, 0.5, 0.8, 2.0, 5.0, 15.0, 32.0, 25.0, 18.0];116071
Przebudzenia;1990; Dramat obyczajowy ;0;52096475;29000000;121;[0.3, 0.1, 0.3, 0.5, 1.0, 5.0, 17.0, 40.0, 25.0, 10.0];130403
Aviator;2004; Biograficzny ;82;213741459;110000000;170;[1.0, 1.0, 3.0, 4.0, 10.0, 19.0, 30.0, 22.0, 7.0, 4.0];175523
Dziewiąte wrota;1999; Horror ;3;58401898;38000000;133;[0.3, 0.4, 1.0, 2.0, 6.0, 15.0, 31.0, 28.0, 10.0, 5.0];212810
Gwiezdne wojny: Część I - Mroczne widmo;1999; Przygodowy ;38;1045558331;115000000;136;[1.0, 0.7, 2.0, 3.0, 7.0, 14.0, 28.0, 25.0, 10.0, 10.0];284610
Dom zły;2009; Dramat ;30;-;-;106;[1.0, 0.8, 2.0, 2.0, 5.0, 9.0, 24.0, 33.0, 16.0, 6.0];183860
Faceci w czerni;1997; Komedia ;32;589390539;90000000;98;[0.4, 0.5, 1.0, 3.0, 6.0, 16.0, 34.0, 26.0, 8.0, 5.0];289124
Ted;2012; Komedia ;17;549368315;50000000;106;[1.0, 1.0, 4.0, 5.0, 12.0, 22.0, 29.0, 18.0, 6.0, 3.0];276229
Kocha, lubi, szanuje;2011; Dramat ;12;145079584;50000000;118;[0.1, 0.1, 0.6, 1.0, 4.0, 13.0, 34.0, 33.0, 10.0, 4.0];228821
Ex Machina;2014; Thriller ;70;36869414;15000000;108;[0.1, 0.2, 0.8, 1.0, 5.0, 14.0, 33.0, 33.0, 11.0, 2.0];204549
Transporter;2002; Akcja ;0;43928932;21000000;92;[0.6, 0.6, 2.0, 3.0, 6.0, 13.0, 28.0, 28.0, 11.0, 9.0];273781
Pi;1998; Dramat ;7;3221152;60000;85;[2.0, 1.0, 2.0, 3.0, 6.0, 11.0, 21.0, 27.0, 16.0, 11.0];111055
Życie za życie;2003; Dramat ;0;38955598;38000000;130;[0.2, 0.2, 0.5, 1.0, 3.0, 7.0, 22.0, 39.0, 19.0, 7.0];108841
Głupi i głupszy;1994; Komedia ;5;247275374;17000000;106;[4.0, 3.0, 6.0, 8.0, 13.0, 19.0, 21.0, 14.0, 6.0, 6.0];292819
Sędzia;2014; Dramat ;0;84419388;50000000;141;[0.1, 0.1, 0.4, 0.8, 3.0, 9.0, 29.0, 40.0, 14.0, 4.0];165638
Shrek 2;2004; Animacja ;43;930793672;150000000;92;[0.2, 0.2, 0.5, 1.0, 4.0, 13.0, 32.0, 31.0, 11.0, 7.0];310874
Pearl Harbor;2001; Melodramat ;29;449220945;140000000;183;[0.6, 0.7, 2.0, 3.0, 6.0, 12.0, 24.0, 28.0, 14.0, 10.0];228121
Split;2016; Thriller ;0;278304578;9000000;116;[0.2, 0.3, 0.9, 2.0, 5.0, 14.0, 32.0, 31.0, 11.0, 3.0];195220
Ratatuj;2007; Animacja ;45;623726085;150000000;111;[0.3, 0.3, 0.9, 2.0, 5.0, 14.0, 30.0, 29.0, 11.0, 8.0];297109
Zniewolony. 12 Years a Slave;2013; Biograficzny ;178;187733202;20000000;133;[0.2, 0.1, 0.6, 0.9, 4.0, 10.0, 30.0, 38.0, 13.0, 4.0];152232
Odlot;2009; Animacja ;62;735102136;175000000;96;[0.4, 0.4, 1.0, 2.0, 5.0, 11.0, 26.0, 32.0, 15.0, 8.0];262197
Fantastyczne zwierzęta i jak je znaleźć;2016; Familijny ;32;814044001;180000000;133;[0.3, 0.3, 1.0, 3.0, 8.0, 19.0, 33.0, 24.0, 8.0, 4.0];225262
Manchester by the Sea;2016; Dramat ;141;78988148;9000000;137;[0.1, 0.2, 0.7, 1.0, 4.0, 9.0, 25.0, 37.0, 18.0, 4.0];128929
2012;2009; Sci-Fi ;14;791217826;200000000;158;[2.0, 2.0, 5.0, 8.0, 15.0, 21.0, 22.0, 14.0, 5.0, 5.0];272053
Parasite;2019; Dramat ;113;262676096;11400000;132;[0.2, 0.1, 0.4, 0.5, 2.0, 5.0, 16.0, 37.0, 30.0, 9.0];180751
Lucy;2014; Akcja ;0;469058574;40000000;90;[0.8, 1.0, 5.0, 7.0, 15.0, 23.0, 25.0, 15.0, 6.0, 3.0];233465
Deja Vu;2006; Thriller ;0;180557550;75000000;128;[0.3, 0.4, 1.0, 2.0, 6.0, 14.0, 29.0, 29.0, 11.0, 7.0];225599
Tajemnica Brokeback Mountain;2005; Melodramat ;107;178062759;14000000;134;[2.0, 0.7, 1.0, 2.0, 5.0, 11.0, 25.0, 31.0, 14.0, 8.0];196299
Opowieści z Narnii: Lew, czarownica i stara szafa;2005; Familijny ;32;745013115;180000000;143;[0.8, 0.7, 2.0, 3.0, 7.0, 17.0, 31.0, 23.0, 8.0, 7.0];284173
Iron Man 3;2013; Akcja ;32;1214811252;200000000;130;[0.3, 0.2, 0.9, 2.0, 5.0, 14.0, 30.0, 29.0, 11.0, 7.0];247084
Róża;2011; Dramat ;35;2339514;-;98;[0.4, 0.2, 0.6, 0.8, 3.0, 7.0, 21.0, 40.0, 21.0, 7.0];140854
Dystrykt 9;2009; Sci-Fi ;51;210819611;30000000;112;[1.0, 0.9, 3.0, 3.0, 7.0, 14.0, 26.0, 27.0, 13.0, 5.0];225780
Tożsamość Bourne'a;2002; Sensacyjny ;0;214034224;60000000;119;[0.2, 0.2, 0.6, 1.0, 3.0, 10.0, 28.0, 37.0, 14.0, 7.0];240664
Dobrze się kłamie w miłym towarzystwie;2016; Dramat ;10;32207491;-;97;[0.2, 0.1, 0.5, 0.8, 3.0, 8.0, 26.0, 42.0, 16.0, 3.0];177305
Mechanik;2004; Dramat ;0;8203235;5000000;102;[0.3, 0.2, 0.6, 1.0, 3.0, 9.0, 27.0, 37.0, 16.0, 5.0];140213
Terminator 2: Dzień sądu;1991; Sci-Fi ;38;520881154;102000000;137;[1.0, 0.7, 1.0, 2.0, 5.0, 10.0, 22.0, 28.0, 16.0, 14.0];269753
Testosteron;2007; Komedia ;0;-;-;119;[5.0, 4.0, 8.0, 9.0, 14.0, 17.0, 19.0, 13.0, 6.0, 5.0];279696
Łowca jeleni;1978; Dramat ;37;49074243;15000000;182;[0.7, 0.3, 0.7, 1.0, 3.0, 6.0, 16.0, 32.0, 25.0, 16.0];131516
Nowy początek;2016; Thriller ;116;212758656;47000000;116;[0.2, 0.2, 1.0, 2.0, 6.0, 15.0, 31.0, 30.0, 11.0, 4.0];194201
Big Short;2015; Dramat ;54;133346506;28000000;130;[0.1, 0.1, 0.5, 0.9, 3.0, 11.0, 32.0, 38.0, 11.0, 3.0];152875
Equilibrium;2002; Thriller ;0;5359645;20000000;107;[0.5, 0.4, 1.0, 2.0, 5.0, 12.0, 27.0, 31.0, 13.0, 8.0];196355
Wołyń;2016; Dramat ;32;6960645;-;150;[0.5, 0.4, 1.0, 1.0, 3.0, 7.0, 21.0, 38.0, 21.0, 8.0];161572
Mad Max: Na drodze gniewu;2015; Sensacyjny ;142;376064156;150000000;120;[0.7, 0.7, 2.0, 3.0, 7.0, 13.0, 26.0, 28.0, 14.0, 6.0];225048
O północy w Paryżu;2011; Fantasy ;43;151119219;17000000;100;[0.4, 0.4, 2.0, 3.0, 7.0, 16.0, 31.0, 27.0, 10.0, 3.0];201369
Uśpieni;1996; Dramat ;0;165615285;44000000;146;[0.2, 0.1, 0.3, 0.7, 2.0, 6.0, 22.0, 41.0, 20.0, 8.0];160254
Lęk pierwotny;1996; Dramat ;11;102616183;30000000;129;[0.2, 0.1, 0.2, 0.5, 2.0, 6.0, 22.0, 43.0, 20.0, 6.0];147904
Armageddon;1998; Katastroficzny ;33;553709788;140000000;150;[0.4, 0.5, 1.0, 2.0, 6.0, 13.0, 26.0, 28.0, 13.0, 10.0];255199
Obecność;2013; Horror ;7;319513860;20000000;112;[0.4, 0.3, 1.0, 2.0, 5.0, 12.0, 29.0, 32.0, 12.0, 6.0];241927
Skazany na bluesa;2005; Dramat ;14;-;-;97;[0.5, 0.4, 1.0, 2.0, 5.0, 11.0, 27.0, 32.0, 13.0, 8.0];235102
Koneser;2013; Dramat ;19;20919703;18000000;131;[0.1, 0.1, 0.3, 0.5, 2.0, 6.0, 21.0, 42.0, 22.0, 6.0];152750
Straszny film;2000; Komedia ;4;278019771;19000000;90;[3.0, 2.0, 5.0, 7.0, 12.0, 20.0, 23.0, 15.0, 6.0, 6.0];276009
Iron Man 2;2010; Akcja ;20;623933331;200000000;124;[0.2, 0.2, 0.8, 2.0, 5.0, 15.0, 33.0, 28.0, 9.0, 6.0];264888
Śniadanie u Tiffany'ego;1961; Melodramat ;14;9794702;2500000;115;[0.4, 0.2, 0.8, 1.0, 4.0, 9.0, 23.0, 33.0, 18.0, 11.0];158404
21 gramów;2003; Kryminał ;37;60466876;20000000;124;[0.6, 0.4, 0.9, 2.0, 4.0, 10.0, 25.0, 33.0, 16.0, 9.0];147236
Do utraty sił;2015; Dramat ;0;91970827;30000000;123;[0.1, 0.1, 0.6, 1.0, 4.0, 11.0, 26.0, 34.0, 16.0, 8.0];156198
Jeden dzień;2011; Melodramat ;0;59389433;15000000;108;[0.3, 0.2, 0.9, 2.0, 5.0, 12.0, 27.0, 33.0, 14.0, 7.0];170089
Apollo 13;1995; Dramat ;43;355237933;62000000;140;[0.3, 0.3, 0.8, 2.0, 5.0, 12.0, 30.0, 31.0, 11.0, 7.0];225344
Pitbull. Nowe porządki;2016; Dramat ;0;7802960;-;133;[1.0, 1.0, 2.0, 3.0, 7.0, 14.0, 27.0, 29.0, 11.0, 5.0];232965
Sami swoi;1967; Komedia obycz. ;2;-;-;78;[0.7, 0.4, 0.8, 2.0, 3.0, 8.0, 20.0, 32.0, 18.0, 15.0];265950
Więzień labiryntu;2014; Thriller ;10;340750640;34000000;113;[0.2, 0.3, 2.0, 3.0, 8.0, 19.0, 32.0, 23.0, 8.0, 5.0];217282
Kingsman: Tajne służby;2014; Akcja ;0;414351546;81000000;129;[0.3, 0.4, 1.0, 2.0, 5.0, 13.0, 30.0, 32.0, 12.0, 4.0];210704
Indiana Jones i ostatnia krucjata;1989; Przygodowy ;19;474171806;48000000;127;[0.5, 0.3, 0.8, 2.0, 4.0, 9.0, 24.0, 32.0, 15.0, 12.0];252810
Człowiek w ogniu;2004; Sensacyjny ;0;130834852;70000000;146;[0.4, 0.2, 0.5, 1.0, 3.0, 8.0, 22.0, 35.0, 19.0, 12.0];193297
A.I. Sztuczna inteligencja;2001; Dramat ;39;235926552;100000000;145;[0.6, 0.7, 2.0, 3.0, 7.0, 14.0, 26.0, 26.0, 12.0, 8.0];192484
Wyznania gejszy;2005; Melodramat ;38;162242962;85000000;145;[0.3, 0.3, 0.8, 1.0, 4.0, 10.0, 25.0, 34.0, 15.0, 9.0];190340
Anioły i demony;2009; Thriller ;0;485930816;150000000;138;[0.5, 0.5, 2.0, 3.0, 8.0, 17.0, 32.0, 25.0, 9.0, 4.0];236783
Terminator;1984; Akcja ;10;78371200;6400000;107;[0.9, 0.7, 1.0, 3.0, 5.0, 12.0, 27.0, 28.0, 12.0, 10.0];254378
Inni;2001; Thriller ;35;209947037;17000000;101;[0.4, 0.5, 1.0, 2.0, 5.0, 12.0, 28.0, 32.0, 13.0, 6.0];213758
Czarownica;2014; Familijny ;21;759853685;180000000;97;[0.2, 0.2, 0.8, 2.0, 6.0, 15.0, 32.0, 29.0, 10.0, 5.0];224301
Hancock;2008; Fantasy ;6;629443428;150000000;102;[0.4, 0.5, 2.0, 3.0, 8.0, 19.0, 33.0, 22.0, 7.0, 5.0];248120
2001: Odyseja kosmiczna;1968; Sci-Fi ;25;65889846;12000000;141;[1.0, 0.8, 2.0, 3.0, 5.0, 9.0, 17.0, 24.0, 19.0, 19.0];141518
Drogówka;2013; Kryminał ;14;-;-;118;[0.9, 0.7, 2.0, 3.0, 7.0, 14.0, 30.0, 31.0, 10.0, 3.0];207154
Furia;2014; Dramat ;0;211817906;68000000;134;[0.2, 0.3, 1.0, 2.0, 5.0, 13.0, 30.0, 33.0, 12.0, 4.0];169844
Zanim się pojawiłeś;2016; Melodramat ;4;207945075;20000000;110;[0.4, 0.4, 1.0, 2.0, 6.0, 12.0, 25.0, 29.0, 15.0, 9.0];188700
Pasja;2004; Dramat ;12;612054506;30000000;127;[1.0, 0.7, 2.0, 2.0, 5.0, 11.0, 24.0, 28.0, 13.0, 12.0];239708
Ojciec chrzestny III;1990; Dramat ;22;136861392;54000000;162;[0.4, 0.1, 0.5, 0.9, 3.0, 7.0, 21.0, 34.0, 20.0, 14.0];184239
Szkoła uczuć;2002; Melodramat ;5;47494916;11800000;101;[1.0, 0.9, 2.0, 3.0, 6.0, 11.0, 21.0, 26.0, 15.0, 14.0];235705
Polowanie;2012; Dramat obyczajowy ;38;15886373;3800000;115;[0.1, 0.1, 0.4, 0.6, 2.0, 6.0, 22.0, 45.0, 20.0, 4.0];123351
Droga do szczęścia;2008; Melodramat ;24;75226021;35000000;119;[0.7, 0.5, 1.0, 2.0, 6.0, 13.0, 30.0, 30.0, 11.0, 5.0];128923
